"","dynamicColors","mergedColors"
"MMP2","brown","brown"
"MMP24","yellow","black"
"MMP25","blue","blue"
"MMP28","yellow","black"
"MMP3","brown","brown"
"MMP7","brown","brown"
"MMP9","blue","blue"
"MMRN1","brown","brown"
"MMRN2","brown","brown"
"MMS19","turquoise","greenyellow"
"MN1","turquoise","greenyellow"
"MNAT1","turquoise","greenyellow"
"MND1","lightyellow","greenyellow"
"MNDA","blue","blue"
"MNS1","black","black"
"MNT","grey60","grey60"
"MNX1","yellow","black"
"MOAP1","turquoise","greenyellow"
"MOCOS","grey","grey"
"MOCS1","brown","brown"
"MOCS2","greenyellow","greenyellow"
"MOCS3","turquoise","greenyellow"
"MOGS","turquoise","greenyellow"
"MON1A","magenta","magenta"
"MON1B","tan","tan"
"MON2","turquoise","greenyellow"
"MORC2","turquoise","greenyellow"
"MORC3","salmon","green"
"MORC4","turquoise","greenyellow"
"MORF4L1","turquoise","greenyellow"
"MORF4L2","turquoise","greenyellow"
"MORN1","black","black"
"MORN2","black","black"
"MORN3","black","black"
"MORN4","black","black"
"MOSPD1","turquoise","greenyellow"
"MOSPD2","turquoise","greenyellow"
"MOSPD3","tan","tan"
"MOV10","blue","blue"
"MOXD1","brown","brown"
"MPDU1","grey60","grey60"
"MPDZ","turquoise","greenyellow"
"MPG","red","red"
"MPHOSPH10","turquoise","greenyellow"
"MPHOSPH6","tan","tan"
"MPHOSPH8","turquoise","greenyellow"
"MPHOSPH9","turquoise","greenyellow"
"MPI","turquoise","greenyellow"
"MPND","midnightblue","midnightblue"
"MPP1","blue","blue"
"MPP2","turquoise","greenyellow"
"MPP3","turquoise","greenyellow"
"MPP5","turquoise","greenyellow"
"MPP6","turquoise","greenyellow"
"MPP7","turquoise","greenyellow"
"MPPE1","turquoise","greenyellow"
"MPPED2","turquoise","greenyellow"
"MPRIP","turquoise","greenyellow"
"MPST","yellow","black"
"MPV17L","yellow","black"
"MPV17L2","midnightblue","midnightblue"
"MPZ","blue","blue"
"MPZL1","turquoise","greenyellow"
"MPZL2","salmon","green"
"MPZL3","lightgreen","lightgreen"
"MR1","turquoise","greenyellow"
"MRAP2","yellow","black"
"MRAS","magenta","magenta"
"MRC1","blue","blue"
"MRC2","brown","brown"
"MREG","turquoise","greenyellow"
"MRFAP1","lightyellow","greenyellow"
"MRFAP1L1","lightyellow","greenyellow"
"MRGPRF","brown","brown"
"MRI1","turquoise","greenyellow"
"MRM1","tan","tan"
"MRPL1","turquoise","greenyellow"
"MRPL10","turquoise","greenyellow"
"MRPL11","red","red"
"MRPL12","red","red"
"MRPL13","turquoise","greenyellow"
"MRPL14","red","red"
"MRPL15","turquoise","greenyellow"
"MRPL16","red","red"
"MRPL17","red","red"
"MRPL18","purple","greenyellow"
"MRPL19","turquoise","greenyellow"
"MRPL2","red","red"
"MRPL20","red","red"
"MRPL21","red","red"
"MRPL22","red","red"
"MRPL23","red","red"
"MRPL24","turquoise","greenyellow"
"MRPL27","red","red"
"MRPL28","red","red"
"MRPL3","pink","pink"
"MRPL30","turquoise","greenyellow"
"MRPL32","turquoise","greenyellow"
"MRPL33","green","green"
"MRPL34","midnightblue","midnightblue"
"MRPL36","red","red"
"MRPL37","red","red"
"MRPL38","turquoise","greenyellow"
"MRPL39","turquoise","greenyellow"
"MRPL4","midnightblue","midnightblue"
"MRPL40","red","red"
"MRPL41","turquoise","greenyellow"
"MRPL42","turquoise","greenyellow"
"MRPL44","darkred","darkred"
"MRPL45","turquoise","greenyellow"
"MRPL46","turquoise","greenyellow"
"MRPL47","pink","pink"
"MRPL48","red","red"
"MRPL49","turquoise","greenyellow"
"MRPL50","turquoise","greenyellow"
"MRPL51","red","red"
"MRPL52","red","red"
"MRPL53","tan","tan"
"MRPL54","midnightblue","midnightblue"
"MRPL55","turquoise","greenyellow"
"MRPL9","cyan","cyan"
"MRPS10","royalblue","royalblue"
"MRPS11","turquoise","greenyellow"
"MRPS12","lightcyan","lightcyan"
"MRPS14","cyan","cyan"
"MRPS15","red","red"
"MRPS16","turquoise","greenyellow"
"MRPS17","red","red"
"MRPS18A","royalblue","royalblue"
"MRPS18B","royalblue","royalblue"
"MRPS18C","turquoise","greenyellow"
"MRPS2","red","red"
"MRPS21","turquoise","greenyellow"
"MRPS22","pink","pink"
"MRPS23","royalblue","royalblue"
"MRPS24","red","red"
"MRPS26","lightcyan","lightcyan"
"MRPS27","greenyellow","greenyellow"
"MRPS28","turquoise","greenyellow"
"MRPS30","turquoise","greenyellow"
"MRPS31","turquoise","greenyellow"
"MRPS33","red","red"
"MRPS34","red","red"
"MRPS35","red","red"
"MRPS36","red","red"
"MRPS5","red","red"
"MRPS6","red","red"
"MRPS7","royalblue","royalblue"
"MRPS9","purple","greenyellow"
"MRRF","turquoise","greenyellow"
"MRS2","royalblue","royalblue"
"MRTO4","red","red"
"MRVI1","brown","brown"
"MS4A1","blue","blue"
"MS4A14","blue","blue"
"MS4A2","blue","blue"
"MS4A4A","blue","blue"
"MS4A6A","blue","blue"
"MS4A7","blue","blue"
"MSC","brown","brown"
"MSH2","turquoise","greenyellow"
"MSH3","greenyellow","greenyellow"
"MSH5","turquoise","greenyellow"
"MSH6","turquoise","greenyellow"
"MSI1","brown","brown"
"MSI2","turquoise","greenyellow"
"MSL1","turquoise","greenyellow"
"MSL2","pink","pink"
"MSL3","turquoise","greenyellow"
"MSLN","yellow","black"
"MSLNL","yellow","black"
"MSMB","yellow","black"
"MSN","green","green"
"MSR1","blue","blue"
"MSRA","black","black"
"MSRB2","turquoise","greenyellow"
"MSRB3","brown","brown"
"MST1R","magenta","magenta"
"MSX1","brown","brown"
"MSX2","brown","brown"
"MT1A","brown","brown"
"MT1E","grey","grey"
"MT1F","black","black"
"MT1G","grey","grey"
"MT1H","grey","grey"
"MT1M","grey","grey"
"MT1X","green","green"
"MT2A","turquoise","greenyellow"
"MTA1","turquoise","greenyellow"
"MTA2","turquoise","greenyellow"
"MTA3","turquoise","greenyellow"
"MTAP","turquoise","greenyellow"
"MTBP","turquoise","greenyellow"
"MTCH1","royalblue","royalblue"
"MTCH2","turquoise","greenyellow"
"MTCP1","turquoise","greenyellow"
"MTDH","turquoise","greenyellow"
"MTF1","turquoise","greenyellow"
"MTF2","turquoise","greenyellow"
"MTFMT","turquoise","greenyellow"
"MTFR1","turquoise","greenyellow"
"MTG1","red","red"
"MTHFD1","turquoise","greenyellow"
"MTHFD1L","purple","greenyellow"
"MTHFD2","turquoise","greenyellow"
"MTHFD2L","turquoise","greenyellow"
"MTHFR","turquoise","greenyellow"
"MTHFS","turquoise","greenyellow"
"MTHFSD","tan","tan"
"MTIF2","turquoise","greenyellow"
"MTIF3","turquoise","greenyellow"
"MTM1","turquoise","greenyellow"
"MTMR1","turquoise","greenyellow"
"MTMR10","turquoise","greenyellow"
"MTMR11","turquoise","greenyellow"
"MTMR12","turquoise","greenyellow"
"MTMR14","magenta","magenta"
"MTMR2","lightgreen","lightgreen"
"MTMR3","turquoise","greenyellow"
"MTMR4","turquoise","greenyellow"
"MTMR6","turquoise","greenyellow"
"MTMR8","turquoise","greenyellow"
"MTMR9","turquoise","greenyellow"
"MTO1","purple","greenyellow"
"MTPAP","turquoise","greenyellow"
"MTPN","turquoise","greenyellow"
"MTR","turquoise","greenyellow"
"MTRF1","turquoise","greenyellow"
"MTRF1L","purple","greenyellow"
"MTRR","turquoise","greenyellow"
"MTSS1","green","green"
"MTUS1","turquoise","greenyellow"
"MTX1","cyan","cyan"
"MTX2","turquoise","greenyellow"
"MTX3","greenyellow","greenyellow"
"MUC1","yellow","black"
"MUC13","yellow","black"
"MUC15","turquoise","greenyellow"
"MUC16","yellow","black"
"MUC2","yellow","black"
"MUC20","yellow","black"
"MUC21","green","green"
"MUC4","yellow","black"
"MUL1","turquoise","greenyellow"
"MUTYH","turquoise","greenyellow"
"MVD","tan","tan"
"MVK","turquoise","greenyellow"
"MVP","yellow","black"
"MX1","blue","blue"
"MX2","blue","blue"
"MXD1","green","green"
"MXD3","black","black"
"MXD4","lightyellow","greenyellow"
"MXI1","turquoise","greenyellow"
"MXRA5","turquoise","greenyellow"
"MXRA7","brown","brown"
"MXRA8","brown","brown"
"MYADM","brown","brown"
"MYB","purple","greenyellow"
"MYBBP1A","grey60","grey60"
"MYBL1","turquoise","greenyellow"
"MYBL2","tan","tan"
"MYBPHL","green","green"
"MYC","green","green"
"MYCBP","turquoise","greenyellow"
"MYCBP2","salmon","green"
"MYCN","turquoise","greenyellow"
"MYCT1","brown","brown"
"MYD88","magenta","magenta"
"MYEOV","green","green"
"MYH10","turquoise","greenyellow"
"MYH11","brown","brown"
"MYH14","turquoise","greenyellow"
"MYH3","grey60","grey60"
"MYH7B","brown","brown"
"MYH9","turquoise","greenyellow"
"MYL12A","purple","greenyellow"
"MYL5","lightyellow","greenyellow"
"MYL6","red","red"
"MYL6B","red","red"
"MYL9","brown","brown"
"MYLIP","turquoise","greenyellow"
"MYLK","brown","brown"
"MYLK4","turquoise","greenyellow"
"MYLPF","greenyellow","greenyellow"
"MYNN","pink","pink"
"MYO10","turquoise","greenyellow"
"MYO18A","turquoise","greenyellow"
"MYO19","turquoise","greenyellow"
"MYO1B","turquoise","greenyellow"
"MYO1C","grey60","grey60"
"MYO1D","turquoise","greenyellow"
"MYO1E","salmon","green"
"MYO1F","blue","blue"
"MYO1G","blue","blue"
"MYO3A","turquoise","greenyellow"
"MYO3B","grey","grey"
"MYO5A","turquoise","greenyellow"
"MYO5B","turquoise","greenyellow"
"MYO5C","turquoise","greenyellow"
"MYO6","purple","greenyellow"
"MYO7A","blue","blue"
"MYO9A","turquoise","greenyellow"
"MYO9B","turquoise","greenyellow"
"MYOF","salmon","green"
"MYOM1","yellow","black"
"MYOM2","grey","grey"
"MYOZ1","brown","brown"
"MYPOP","lightcyan","lightcyan"
"MZF1","lightcyan","lightcyan"
"N4BP1","salmon","green"
"N4BP2","lightyellow","greenyellow"
"N4BP2L1","blue","blue"
"N4BP2L2","turquoise","greenyellow"
"N4BP3","greenyellow","greenyellow"
"N6AMT1","turquoise","greenyellow"
"NAAA","blue","blue"
"NAALADL1","brown","brown"
"NAALADL2","purple","greenyellow"
"NAB1","turquoise","greenyellow"
"NAB2","turquoise","greenyellow"
"NACA","red","red"
"NACC1","turquoise","greenyellow"
"NACC2","turquoise","greenyellow"
"NADK","turquoise","greenyellow"
"NADSYN1","turquoise","greenyellow"
"NAE1","tan","tan"
"NAF1","turquoise","greenyellow"
"NAGA","turquoise","greenyellow"
"NAGK","blue","blue"
"NAGLU","yellow","black"
"NAGPA","red","red"
"NAGS","salmon","green"
"NAIF1","turquoise","greenyellow"
"NAMPT","turquoise","greenyellow"
"NANOS1","turquoise","greenyellow"
"NANP","turquoise","greenyellow"
"NANS","yellow","black"
"NAP1L1","purple","greenyellow"
"NAP1L3","brown","brown"
"NAP1L4","turquoise","greenyellow"
"NAP1L5","turquoise","greenyellow"
"NAPA","turquoise","greenyellow"
"NAPB","turquoise","greenyellow"
"NAPEPLD","turquoise","greenyellow"
"NAPG","turquoise","greenyellow"
"NAPSA","yellow","black"
"NARF","red","red"
"NARS2","turquoise","greenyellow"
"NASP","turquoise","greenyellow"
"NAT1","turquoise","greenyellow"
"NAT10","turquoise","greenyellow"
"NAT14","lightcyan","lightcyan"
"NAT9","turquoise","greenyellow"
"NAV1","turquoise","greenyellow"
"NAV2","turquoise","greenyellow"
"NBAS","turquoise","greenyellow"
"NBEA","yellow","black"
"NBEAL1","turquoise","greenyellow"
"NBL1","turquoise","greenyellow"
"NBN","turquoise","greenyellow"
"NBPF1","turquoise","greenyellow"
"NBPF11","turquoise","greenyellow"
"NBPF14","turquoise","greenyellow"
"NBPF15","turquoise","greenyellow"
"NBPF3","turquoise","greenyellow"
"NBR1","turquoise","greenyellow"
"NCALD","brown","brown"
"NCAPD2","turquoise","greenyellow"
"NCAPD3","lightgreen","lightgreen"
"NCAPG","turquoise","greenyellow"
"NCAPG2","turquoise","greenyellow"
"NCAPH","turquoise","greenyellow"
"NCAPH2","midnightblue","midnightblue"
"NCBP1","turquoise","greenyellow"
"NCBP2","pink","pink"
"NCCRP1","green","green"
"NCDN","turquoise","greenyellow"
"NCF1","blue","blue"
"NCF2","blue","blue"
"NCF4","blue","blue"
"NCK1","pink","pink"
"NCK2","turquoise","greenyellow"
"NCKAP1","turquoise","greenyellow"
"NCKAP1L","blue","blue"
"NCKAP5","turquoise","greenyellow"
"NCKIPSD","magenta","magenta"
"NCL","darkred","darkred"
"NCLN","midnightblue","midnightblue"
"NCOA1","turquoise","greenyellow"
"NCOA2","turquoise","greenyellow"
"NCOA3","turquoise","greenyellow"
"NCOA4","turquoise","greenyellow"
"NCOA5","turquoise","greenyellow"
"NCOA6","turquoise","greenyellow"
"NCOA7","purple","greenyellow"
"NCOR1","grey60","grey60"
"NCOR2","turquoise","greenyellow"
"NCR1","blue","blue"
"NCR3","blue","blue"
"NCSTN","cyan","cyan"
"NDC80","turquoise","greenyellow"
"NDE1","turquoise","greenyellow"
"NDEL1","grey60","grey60"
"NDFIP1","greenyellow","greenyellow"
"NDFIP2","salmon","green"
"NDN","brown","brown"
"NDOR1","turquoise","greenyellow"
"NDRG1","green","green"
"NDRG2","pink","pink"
"NDRG3","turquoise","greenyellow"
"NDRG4","green","green"
"NDST1","salmon","green"
"NDUFA1","turquoise","greenyellow"
"NDUFA10","darkred","darkred"
"NDUFA11","midnightblue","midnightblue"
"NDUFA12","red","red"
"NDUFA13","midnightblue","midnightblue"
"NDUFA2","red","red"
"NDUFA3","lightcyan","lightcyan"
"NDUFA4","red","red"
"NDUFA4L2","green","green"
"NDUFA5","greenyellow","greenyellow"
"NDUFA6","midnightblue","midnightblue"
"NDUFA7","midnightblue","midnightblue"
"NDUFA8","red","red"
"NDUFA9","red","red"
"NDUFAF1","turquoise","greenyellow"
"NDUFAF2","red","red"
"NDUFAF3","magenta","magenta"
"NDUFB1","red","red"
"NDUFB10","red","red"
"NDUFB11","red","red"
"NDUFB2","turquoise","greenyellow"
"NDUFB3","turquoise","greenyellow"
"NDUFB4","pink","pink"
"NDUFB5","pink","pink"
"NDUFB6","red","red"
"NDUFB7","midnightblue","midnightblue"
"NDUFB8","red","red"
"NDUFB9","red","red"
"NDUFC1","lightyellow","greenyellow"
"NDUFC2","turquoise","greenyellow"
"NDUFS1","darkred","darkred"
"NDUFS2","cyan","cyan"
"NDUFS3","red","red"
"NDUFS4","red","red"
"NDUFS5","red","red"
"NDUFS6","red","red"
"NDUFS7","midnightblue","midnightblue"
"NDUFS8","red","red"
"NDUFV1","red","red"
"NDUFV2","turquoise","greenyellow"
"NDUFV3","red","red"
"NEBL","turquoise","greenyellow"
"NECAB3","black","black"
"NECAP1","turquoise","greenyellow"
"NECAP2","blue","blue"
"NEDD1","turquoise","greenyellow"
"NEDD4","salmon","green"
"NEDD4L","turquoise","greenyellow"
"NEDD8","red","red"
"NEDD9","black","black"
"NEFH","grey","grey"
"NEFL","green","green"
"NEIL1","yellow","black"
"NEIL2","turquoise","greenyellow"
"NEIL3","turquoise","greenyellow"
"NEK1","turquoise","greenyellow"
"NEK11","black","black"
"NEK2","turquoise","greenyellow"
"NEK3","turquoise","greenyellow"
"NEK4","magenta","magenta"
"NEK6","yellow","black"
"NEK7","turquoise","greenyellow"
"NEK8","black","black"
"NEK9","turquoise","greenyellow"
"NELL2","turquoise","greenyellow"
"NENF","turquoise","greenyellow"
"NEO1","turquoise","greenyellow"
"NES","turquoise","greenyellow"
"NET1","turquoise","greenyellow"
"NETO2","turquoise","greenyellow"
"NEU1","royalblue","royalblue"
"NEU3","turquoise","greenyellow"
"NEURL1B","greenyellow","greenyellow"
"NEURL2","black","black"
"NEURL4","grey60","grey60"
"NEXN","blue","blue"
"NF1","turquoise","greenyellow"
"NF2","turquoise","greenyellow"
"NFAM1","blue","blue"
"NFASC","green","green"
"NFAT5","turquoise","greenyellow"
"NFATC1","pink","pink"
"NFATC2","blue","blue"
"NFATC2IP","turquoise","greenyellow"
"NFATC3","tan","tan"
"NFATC4","brown","brown"
"NFE2","yellow","black"
"NFE2L1","turquoise","greenyellow"
"NFE2L2","turquoise","greenyellow"
"NFE2L3","turquoise","greenyellow"
"NFIA","turquoise","greenyellow"
"NFIB","green","green"
"NFIC","midnightblue","midnightblue"
"NFIL3","turquoise","greenyellow"
"NFIX","turquoise","greenyellow"
"NFKB1","turquoise","greenyellow"
"NFKB2","blue","blue"
"NFKBIA","salmon","green"
"NFKBIB","lightcyan","lightcyan"
"NFKBID","blue","blue"
"NFKBIE","blue","blue"
"NFKBIL1","red","red"
"NFKBIZ","turquoise","greenyellow"
"NFRKB","lightgreen","lightgreen"
"NFS1","turquoise","greenyellow"
"NFU1","yellow","black"
"NFX1","turquoise","greenyellow"
"NFXL1","turquoise","greenyellow"
"NFYA","turquoise","greenyellow"
"NFYB","turquoise","greenyellow"
"NFYC","turquoise","greenyellow"
"NGB","green","green"
"NGDN","turquoise","greenyellow"
"NGEF","blue","blue"
"NGF","brown","brown"
"NGFR","green","green"
"NGLY1","magenta","magenta"
"NGRN","turquoise","greenyellow"
"NHLH2","green","green"
"NHLRC1","turquoise","greenyellow"
"NHLRC2","turquoise","greenyellow"
"NHLRC3","turquoise","greenyellow"
"NHLRC4","black","black"
"NHP2","red","red"
"NHS","turquoise","greenyellow"
"NICN1","magenta","magenta"
"NID1","brown","brown"
"NID2","brown","brown"
"NIF3L1","turquoise","greenyellow"
"NIN","turquoise","greenyellow"
"NINJ1","blue","blue"
"NINJ2","blue","blue"
"NINL","turquoise","greenyellow"
"NIP7","tan","tan"
"NIPA1","turquoise","greenyellow"
"NIPA2","turquoise","greenyellow"
"NIPAL1","salmon","green"
"NIPAL2","salmon","green"
"NIPBL","turquoise","greenyellow"
"NIPSNAP1","turquoise","greenyellow"
"NIPSNAP3A","turquoise","greenyellow"
"NIPSNAP3B","turquoise","greenyellow"
"NISCH","magenta","magenta"
"NIT1","cyan","cyan"
"NIT2","pink","pink"
"NKAIN1","grey","grey"
"NKAIN4","yellow","black"
"NKAP","turquoise","greenyellow"
"NKD1","brown","brown"
"NKD2","brown","brown"
"NKG7","blue","blue"
"NKIRAS1","magenta","magenta"
"NKIRAS2","turquoise","greenyellow"
"NKPD1","green","green"
"NKRF","turquoise","greenyellow"
"NKTR","turquoise","greenyellow"
"NKX2-8","yellow","black"
"NKX3-1","turquoise","greenyellow"
"NLE1","turquoise","greenyellow"
"NLGN2","turquoise","greenyellow"
"NLGN3","turquoise","greenyellow"
"NLGN4X","black","black"
"NLK","turquoise","greenyellow"
"NLN","turquoise","greenyellow"
"NLRC3","blue","blue"
"NLRC5","blue","blue"
"NLRP1","blue","blue"
"NLRP2","grey","grey"
"NLRP3","blue","blue"
"NLRP6","yellow","black"
"NLRP7","blue","blue"
"NLRX1","turquoise","greenyellow"
"NMB","green","green"
"NMD3","pink","pink"
"NME1","red","red"
"NME1-NME2","midnightblue","midnightblue"
"NME2","red","red"
"NME3","salmon","green"
"NME4","green","green"
"NME6","magenta","magenta"
"NME7","turquoise","greenyellow"
"NMI","blue","blue"
"NMNAT1","turquoise","greenyellow"
"NMNAT2","black","black"
"NMNAT3","pink","pink"
"NMRAL1","red","red"
"NMT1","turquoise","greenyellow"
"NMT2","turquoise","greenyellow"
"NMU","green","green"
"NNAT","turquoise","greenyellow"
"NNMT","brown","brown"
"NNT","turquoise","greenyellow"
"NOB1","tan","tan"
"NOC2L","turquoise","greenyellow"
"NOC3L","turquoise","greenyellow"
"NOC4L","red","red"
"NOD1","turquoise","greenyellow"
"NOD2","green","green"
"NOL10","turquoise","greenyellow"
"NOL11","turquoise","greenyellow"
"NOL12","turquoise","greenyellow"
"NOL3","tan","tan"
"NOL6","turquoise","greenyellow"
"NOL7","red","red"
"NOL8","turquoise","greenyellow"
"NOL9","turquoise","greenyellow"
"NOLC1","turquoise","greenyellow"
"NOM1","turquoise","greenyellow"
"NOMO1","turquoise","greenyellow"
"NOMO2","turquoise","greenyellow"
"NOMO3","turquoise","greenyellow"
"NONO","turquoise","greenyellow"
"NOP10","red","red"
"NOP14","lightyellow","greenyellow"
"NOP16","red","red"
"NOP2","red","red"
"NOP56","red","red"
"NOP58","turquoise","greenyellow"
"NOS1AP","turquoise","greenyellow"
"NOS2","grey","grey"
"NOS3","brown","brown"
"NOSIP","lightcyan","lightcyan"
"NOSTRIN","yellow","black"
"NOTCH1","salmon","green"
"NOTCH2","turquoise","greenyellow"
"NOTCH3","green","green"
"NOTCH4","brown","brown"
"NOTUM","brown","brown"
"NOX1","turquoise","greenyellow"
"NOX4","brown","brown"
"NOXA1","yellow","black"
"NPAS1","grey","grey"
"NPAS2","grey","grey"
"NPAT","lightgreen","lightgreen"
"NPBWR1","yellow","black"
"NPC1","salmon","green"
"NPC2","grey","grey"
"NPDC1","yellow","black"
"NPEPL1","midnightblue","midnightblue"
"NPEPPS","turquoise","greenyellow"
"NPHP1","black","black"
"NPHP3","pink","pink"
"NPHP4","turquoise","greenyellow"
"NPL","green","green"
"NPLOC4","turquoise","greenyellow"
"NPM1","red","red"
"NPM2","black","black"
"NPM3","red","red"
"NPNT","turquoise","greenyellow"
"NPPC","grey","grey"
"NPR1","black","black"
"NPR2","brown","brown"
"NPR3","turquoise","greenyellow"
"NPTN","turquoise","greenyellow"
"NPTX2","brown","brown"
"NPTXR","black","black"
"NPW","blue","blue"
"NQO1","yellow","black"
"NQO2","grey","grey"
"NR1D1","salmon","green"
"NR1D2","turquoise","greenyellow"
"NR1H2","lightcyan","lightcyan"
"NR1H3","blue","blue"
"NR1I3","cyan","cyan"
"NR2C1","turquoise","greenyellow"
"NR2C2","magenta","magenta"
"NR2C2AP","midnightblue","midnightblue"
"NR2F1","brown","brown"
"NR2F2","yellow","black"
"NR2F6","yellow","black"
"NR3C1","salmon","green"
"NR3C2","yellow","black"
"NR4A1","turquoise","greenyellow"
"NR4A2","turquoise","greenyellow"
"NR4A3","blue","blue"
"NR5A2","brown","brown"
"NR6A1","turquoise","greenyellow"
"NRARP","salmon","green"
"NRAS","turquoise","greenyellow"
